Total;13.770.793;13.991.127;14.206.429;14.414.046;14.613.776;14.809.841;15.001.623;15.185.799;15.365.623;15.543.565;15.715.924;15.882.092;16.041.612;16.198.348;16.356.738;16.516.863;16.682.228;16.855.484;17.030.393;17.204.567;17.380.597;17.559.507;17.749.360;17.954.875;18.190.964;18.460.529;18.754.494;19.040.037;19.235.540;19.391.613;19.581.575;19.756.365;19.904.328;20.036.669;20.150.948;20.252.145;20.342.246;20.421.403;20.489.812;20.546.653;20.590.711;20.621.533;20.639.005;20.643.490;20.635.825;20.617.132;20.588.655;20.551.753;20.508.117;20.459.180;20.405.521;20.347.272;20.284.551;20.217.414;20.145.968;20.070.235;19.990.194;19.905.775;19.816.858;19.723.225;19.624.629;19.520.801;19.411.448;19.296.388;19.175.470;19.048.653;18.916.047;18.777.806;18.634.210;18.485.577;18.332.247;18.174.541;18.012.787;17.847.299;17.678.364;17.506.235;17.331.111;17.153.173;16.972.558
89;1.929;1.989;2.039;2.173;2.398;2.535;2.587;2.715;2.858;2.937;3.112;3.383;3.436;3.507;3.700;3.817;3.881;4.126;4.446;4.802;5.047;5.347;5.699;6.051;6.814;7.470;8.640;9.632;9.419;8.642;8.610;9.196;9.604;10.281;10.832;11.551;12.683;13.357;14.225;15.528;16.473;17.151;17.810;18.327;18.976;20.979;23.211;24.333;25.429;27.189;29.255;30.756;32.021;33.638;35.634;38.135;40.579;42.671;44.348;45711;47158;48486;49392;50187;50907;51309;51498;52265;53743;55789;57921;58828;58386;57819;57500;58143;60407;63885;67349
90;1.451;1.555;1.609;1.690;1.813;1.987;2.056;2.074;2.209;2.364;2.428;2.550;2.772;2.830;2.918;3.077;3.183;3.275;3.452;3.708;4.043;4.244;4.519;4.858;5.175;5.831;6.369;7.527;8.454;8.113;7.250;7.344;8.072;8.395;8.994;9.503;10.162;11.188;11.813;12.608;13.786;14.649;15.277;15.888;16.373;16.978;18.798;20.827;21.863;22.877;24.493;26.388;27.775;28.952;30.450;32.293;34.597;36.854;38.795;40361;41643;43003;44255;45123;45891;46589;46997;47209;47951;49346;51264;53262;54135;53766;53282;53024;53652;55777;59025
91;1.124;1.163;1.236;1.285;1.356;1.456;1.570;1.620;1.647;1.787;1.954;2.003;2.074;2.251;2.320;2.388;2.544;2.642;2.680;2.834;3.047;3.348;3.525;3.784;4.111;4.369;4.958;5.391;6.444;7.262;6.784;6.001;6.234;6.953;7.233;7.774;8.239;8.837;9.758;10.327;11.044;12.097;12.877;13.452;14.014;14.465;15.024;16.660;18.485;19.433;20.364;21.833;23.554;24.825;25.910;27.284;28.971;31.076;33.141;34925;36374;37570;38837;40009;40833;41568;42240;42648;42879;43590;44897;46680;48538;49372;49072;48666;48465;49074;51052
92;805;881;919;985;1.026;1.064;1.135;1.229;1.262;1.295;1.411;1.556;1.608;1.650;1.803;1.848;1.911;2.063;2.131;2.155;2.283;2.485;2.743;2.874;3.102;3.379;3.614;4.141;4.472;5.405;6.092;5.666;5.017;5.214;5.889;6.148;6.630;7.050;7.587;8.400;8.908;9.545;10.476;11.173;11.693;12.204;12.619;13.129;14.584;16.208;17.066;17.911;19.232;20.778;21.930;22.920;24.168;25.697;27.599;29469;31094;32422;33526;34695;35781;36557;37253;37894;38297;38541;39217;40429;42072;43784;44573;44339;44007;43859;44444
93;506;633;695;728;782;814;816;852;931;983;1.025;1.125;1.220;1.240;1.278;1.391;1.449;1.536;1.636;1.684;1.722;1.823;1.982;2.205;2.322;2.507;2.740;2.948;3.369;3.567;4.397;5.109;4.754;4.167;4.330;4.909;5.145;5.570;5.944;6.417;7.120;7.567;8.127;8.939;9.553;10.017;10.475;10.852;11.312;12.589;14.015;14.782;15.540;16.713;18.085;19.117;20.011;21.131;22.500;24199;25874;27336;28539;29548;30616;31611;32334;32986;33590;33984;34235;34871;35984;37482;39044;39783;39608;39346;39246
94;326;391;493;532;562;602;606;588;624;710;761;780;850;930;952;975;1.061;1.126;1.183;1.259;1.322;1.355;1.443;1.578;1.763;1.833;1.974;2.170;2.342;2.701;2.757;3.571;4.389;3.977;3.383;3.532;4.021;4.232;4.601;4.926;5.332;5.931;6.318;6.802;7.499;8.032;8.440;8.845;9.183;9.591;10.696;11.930;12.606;13.277;14.305;15.507;16.419;17.214;18.207;19417;20914;22394;23694;24771;25681;26644;27545;28211;28815;29377;29755;30009;30600;31610;32961;34368;35053;34932;34733
95;235;244;303;372;391;406;436;441;419;454;520;557;570;629;693;699;729;816;843;870;945;1.027;1.051;1.110;1.226;1.371;1.425;1.548;1.705;1.829;2.065;2.090;2.990;3.661;3.145;2.689;2.823;3.228;3.414;3.726;4.001;4.342;4.843;5.173;5.584;6.172;6.627;6.981;7.333;7.630;7.987;8.927;9.978;10.565;11.149;12.036;13.072;13.866;14.564;15431;16484;17784;19073;20211;21162;21972;22829;23634;24238;24790;25306;25664;25914;26456;27361;28563;29815;30441;30368
96;178;172;183;229;280;282;293;316;311;310;338;388;414;407;458;500;501;538;586;604;650;723;788;805;839;909;1.032;1.082;1.192;1.305;1.343;1.540;1.611;2.299;2.810;2.428;2.088;2.205;2.534;2.691;2.947;3.174;3.456;3.867;4.143;4.485;4.971;5.352;5.653;5.954;6.211;6.518;7.302;8.180;8.681;9.181;9.933;10.810;11.489;12091;12836;13737;14848;15952;16932;17759;18468;19219;19927;20467;20964;21430;21763;22005;22495;23293;24346;25444;26008
97;113;132;122;135;171;206;200;198;211;217;221;250;285;297;297;341;367;357;382;422;435;471;527;577;589;607;666;771;796;881;961;1.011;1.218;1.240;1.707;2.098;1.824;1.578;1.678;1.938;2.066;2.271;2.455;2.682;3.011;3.236;3.515;3.908;4.221;4.471;4.722;4.940;5.198;5.840;6.558;6.977;7.397;8.021;8.750;9320;9830;10457;11215;12146;13074;13903;14609;15220;15866;16478;16952;17391;17805;18109;18338;18773;19467;20374;21320
98;67;79;94;93;103;122;144;130;121;139;154;158;167;194;218;217;256;271;236;242;288;312;323;373;420;422;443;492;567;570;619;696;787;918;886;1.230;1.521;1.332;1.160;1.241;1.439;1.541;1.701;1.846;2.025;2.281;2.461;2.683;2.993;3.243;3.447;3.652;3.832;4.045;4.557;5.131;5.474;5.819;6.327;6919;7388;7811;8328;8952;9717;10481;11169;11759;12275;12820;13340;13748;14129;14490;14762;14972;15352;15943;16711
99;45;42;52;64;66;70;77;91;81;75;93;106;109;117;135;141;143;172;177;160;173;207;220;229;267;294;297;312;335;396;362;400;508;556;629;612;859;1.069;943;827;889;1.036;1.115;1.236;1.347;1.484;1.679;1.819;1.991;2.229;2.424;2.585;2.749;2.894;3.065;3.465;3.913;4.187;4.463;4867;5337;5714;6056;6474;6976;7591;8206;8765;9248;9674;10125;10557;10901;11225;11533;11770;11959;12283;12778
100+;82;86;93;105;119;122;116;108;114;120;129;148;166;180;198;221;243;260;289;309;304;301;330;366;399;452;513;558;604;626;646;652;767;932;1.029;1.151;1.230;1.462;1.779;1.920;1.944;2.011;2.170;2.346;2.566;2.810;3.092;3.444;3.809;4.207;4.680;5.175;5.667;6.157;6.636;7.126;7.794;8.630;9.466;10303;11240;12301;13388;14471;15610;16855;18267;19806;21402;22985;24519;26038;27533;28945;30282;31551;32718;33770;34841
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mujeres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Total;6.988.269;7.098.394;7.206.476;7.311.228;7.412.118;7.510.982;7.607.763;7.700.764;7.791.341;7.881.544;7.969.641;8.054.521;8.136.134;8.216.052;8.296.532;8.378.120;8.462.507;8.551.186;8.640.846;8.729.767;8.819.398;8.910.831;9.007.522;9.111.128;9.228.553;9.361.818;9.509.341;9.655.610;9.757.301;9.839.553;9.939.227;10.030.280;10.107.650;10.177.489;10.238.021;10.291.854;10.339.984;10.382.526;10.419.585;10.450.711;10.475.230;10.492.927;10.503.742;10.507.875;10.505.756;10.497.952;10.485.100;10.467.882;10.447.143;10.423.602;10.397.536;10.369.004;10.338.062;10.304.727;10.269.051;10.231.032;10.190.657;10.147.879;10.102.647;10.054.870;10.004.416;9.951.168;9.894.992;9.835.822;9.773.596;9.708.324;9.640.078;9.568.940;9.495.090;9.418.705;9.339.980;9.259.094;9.176.234;9.091.570;9.005.275;8.917.483;8.828.297;8.737.814;8.646.088
0;143.707;141.017;139.088;135.973;132.568;129.885;127.658;125.029;122.296;121.358;119.162;115.873;113.644;112.443;112.715;115.203;118.687;121.654;122.840;121.491;119.766;118.750;120.389;121.132;116.978;111.044;108.696;106.461;99.321;91.373;90.772;89.828;81.304;73.657;68.661;66.123;64.578;63.124;61.754;60.461;59.242;58.093;57.030;56.132;55.481;55.062;54.777;54.534;54.331;54.169;54.051;53.979;53.951;53.950;53.963;53.967;53.933;53.820;53.586;53185;52592;51791;50777;49567;48206;46752;45258;43768;42324;40959;39693;38540;37511;36608;35830;35167;34608;34137;33746
1;146.337;143.388;140.722;138.817;135.738;132.408;129.757;127.506;124.883;122.161;121.230;119.045;115.751;113.530;112.343;112.627;115.120;118.610;121.591;122.794;121.481;119.801;118.831;120.561;121.560;117.744;112.079;109.764;107.123;99.999;92.358;91.531;90.460;81.977;74.271;69.224;66.636;65.041;63.539;62.121;60.777;59.503;58.299;57.182;56.233;55.535;55.078;54.764;54.504;54.295;54.130;54.009;53.935;53.904;53.900;53.911;53.914;53.878;53.764;53528;53126;52533;51730;50717;49506;48145;46691;45198;43708;42265;40900;39635;38483;37454;36551;35774;35111;34552;34081
2;147.740;146.269;143.335;140.666;138.768;135.720;132.388;129.719;127.469;124.857;122.137;121.219;119.041;115.744;113.526;112.343;112.623;115.123;118.632;121.628;122.866;121.599;119.965;119.091;121.089;122.431;118.900;113.302;110.555;107.913;101.130;93.281;92.323;91.281;82.731;74.962;69.854;67.205;65.552;63.995;62.521;61.117;59.781;58.518;57.343;56.344;55.604;55.115;54.782;54.514;54.302;54.133;54.009;53.931;53.897;53.891;53.900;53.901;53.863;53747;53509;53106;52511;51708;50694;49483;48122;46668;45175;43685;42243;40878;39613;38461;37433;36530;35753;35090;34531
3;144.867;147.712;146.243;143.317;140.655;138.759;135.698;132.356;129.693;127.459;124.855;122.148;121.231;119.055;115.767;113.551;112.368;112.655;115.173;118.696;121.725;123.006;121.779;120.236;119.636;121.991;123.636;120.185;114.137;111.392;109.115;102.130;94.154;93.225;92.109;83.491;75.655;70.481;67.770;66.058;64.443;62.907;61.439;60.041;58.720;57.493;56.449;55.677;55.168;54.827;54.555;54.339;54.167;54.040;53.960;53.923;53.914;53.920;53.919;53879;53762;53522;53117;52522;51719;50704;49492;48131;46678;45185;43695;42253;40889;39624;38472;37444;36541;35764;35101
4;138.831;144.879;147.722;146.238;143.309;140.657;138.769;135.704;132.361;129.707;127.476;124.874;122.171;121.263;119.088;115.797;113.580;112.406;112.711;115.240;118.794;121.867;123.184;122.053;120.785;120.532;123.197;124.935;121.036;114.993;112.623;110.156;103.050;95.099;94.093;92.904;84.216;76.313;71.074;68.303;66.533;64.855;63.255;61.724;60.267;58.893;57.622;56.545;55.753;55.236;54.891;54.615;54.395;54.220;54.091;54.007;53.968;53.956;53.961;53958;53917;53798;53557;53151;52555;51750;50735;49524;48163;46710;45217;43727;42285;40921;39657;38505;37477;36574;35797
5;132.680;138.852;144.893;147.730;146.249;143.329;140.681;138.788;135.719;132.386;129.741;127.510;124.905;122.209;121.303;119.129;115.839;113.623;112.468;112.791;115.348;118.940;122.046;123.458;122.599;121.680;121.737;124.503;125.799;121.895;116.232;113.677;111.090;104.011;95.983;94.903;93.641;84.886;76.918;71.619;68.790;66.958;65.216;63.553;61.963;60.454;59.036;57.731;56.635;55.835;55.314;54.965;54.686;54.463;54.285;54.152;54.066;54.025;54.011;54014;54009;53967;53847;53604;53198;52601;51796;50780;49569;48208;46755;45263;43773;42331;40967;39703;38551;37523;36621
6;128.285;132.699;138.860;144.903;147.748;146.272;143.360;140.707;138.812;135.749;132.420;129.775;127.550;124.951;122.250;121.345;119.170;115.884;113.691;112.550;112.901;115.495;119.123;122.316;123.987;123.469;122.851;123.002;125.343;126.647;123.111;117.264;114.593;112.030;104.876;96.775;95.624;94.295;85.476;77.450;72.095;69.205;67.310;65.507;63.787;62.146;60.594;59.143;57.820;56.716;55.912;55.387;55.035;54.753;54.526;54.346;54.211;54.123;54.079;54064;54065;54059;54015;53893;53650;53243;52646;51840;50824;49613;48253;46800;45308;43818;42376;41012;39749;38597;37569
7;126.113;128.308;132.718;138.876;144.921;147.778;146.310;143.393;140.737;138.839;135.782;132.464;129.824;127.592;124.994;122.300;121.390;119.218;115.950;113.769;112.652;113.040;115.672;119.383;122.825;124.828;124.610;124.090;123.825;126.169;127.834;124.119;118.160;115.514;112.875;105.650;97.480;96.264;94.871;85.995;77.914;72.499;69.549;67.595;65.736;63.966;62.283;60.700;59.230;57.899;56.791;55.984;55.455;55.100;54.815;54.586;54.403;54.266;54.176;54130;54113;54113;54106;54061;53938;53695;53287;52690;51884;50868;49657;48297;46844;45352;43862;42420;41057;39794;38642
8;126.085;126.140;128.332;132.738;138.897;144.951;147.816;146.343;143.420;140.765;138.876;135.828;132.511;129.871;127.641;125.039;122.340;121.439;119.286;116.031;113.876;112.791;113.209;115.921;119.881;123.650;125.949;125.829;124.902;124.642;127.342;128.835;125.004;119.068;116.350;113.639;106.346;98.112;96.832;95.382;86.451;78.312;72.839;69.830;67.820;65.912;64.101;62.388;60.786;59.308;57.973;56.862;56.052;55.521;55.163;54.875;54.643;54.458;54.319;54227;54179;54161;54160;54151;54105;53983;53739;53331;52734;51928;50912;49701;48341;46888;45396;43907;42465;41102;39839
9;128.559;126.101;126.156;128.349;132.757;138.922;144.984;147.843;146.365;143.448;140.803;138.923;135.872;132.552;129.914;127.678;125.076;122.386;121.497;119.354;116.124;114.005;112.950;113.446;116.397;120.668;124.723;127.126;126.619;125.704;125.796;128.326;129.709;125.902;119.890;117.101;114.322;106.963;98.667;97.331;95.828;86.840;78.643;73.112;70.050;67.992;66.044;64.202;62.471;60.862;59.380;58.042;56.929;56.116;55.581;55.220;54.930;54.696;54.509;54368;54274;54226;54206;54204;54195;54148;54026;53782;53374;52776;51970;50954;49743;48383;46930;45438;43949;42508;41145
10;130.646;128.582;126.118;126.173;128.365;132.775;138.949;145.010;147.865;146.393;143.479;140.840;138.964;135.908;132.585;129.950;127.713;125.115;122.437;121.557;119.438;116.239;114.145;113.170;113.898;117.151;121.709;125.871;127.901;127.407;126.835;126.767;129.191;130.594;126.712;120.629;117.772;114.928;107.507;99.156;97.768;96.208;87.164;78.911;73.328;70.219;68.121;66.143;64.284;62.546;60.933;59.448;58.107;56.991;56.176;55.639;55.275;54.983;54.747;54558;54416;54320;54270;54250;54247;54237;54191;54068;53824;53416;52818;52012;50996;49785;48425;46972;45480;43992;42551
11;129.150;130.664;128.598;126.132;126.189;128.386;132.800;138.978;145.033;147.892;146.423;143.512;140.872;138.995;135.937;132.616;129.983;127.748;125.165;122.495;121.638;119.553;116.380;114.361;113.609;114.631;118.164;122.828;126.624;128.668;128.511;127.780;127.609;130.054;131.385;127.433;121.283;118.361;115.456;107.983;99.582;98.138;96.522;87.424;79.120;73.492;70.344;68.217;66.222;64.357;62.615;60.999;59.511;58.166;57.048;56.231;55.692;55.326;55.032;54795;54604;54460;54364;54313;54291;54288;54278;54231;54109;53865;53457;52859;52053;51037;49826;48466;47013;45521;44033
12;124.160;129.164;130.674;128.614;126.149;126.207;128.411;132.827;138.999;145.051;147.914;146.450;143.543;140.902;139.022;135.963;132.641;130.019;127.801;125.228;122.574;121.744;119.692;116.590;114.790;114.335;115.629;119.265;123.566;127.373;129.755;129.443;128.606;128.454;130.828;132.090;128.073;121.860;118.879;115.922;108.399;99.944;98.445;96.775;87.628;79.279;73.613;70.437;68.294;66.292;64.423;62.679;61.060;59.569;58.222;57.101;56.282;55.741;55.374;55078;54839;54648;54503;54405;54353;54331;54327;54317;54270;54148;53904;53496;52899;52093;51077;49866;48506;47053;45561
13;119.087;124.177;129.177;130.681;128.621;126.162;126.229;128.430;132.841;139.014;145.075;147.943;146.475;143.567;140.930;139.051;135.985;132.667;130.061;127.855;125.306;122.680;121.876;119.897;117.011;115.502;115.317;116.706;119.988;124.304;128.436;130.665;130.251;129.433;129.215;131.521;132.717;128.638;122.367;119.333;116.326;108.751;100.244;98.691;96.971;87.781;79.396;73.702;70.509;68.360;66.355;64.483;62.735;61.114;59.621;58.271;57.149;56.328;55.785;55416;55118;54879;54686;54540;54442;54390;54367;54363;54353;54306;54184;53940;53532;52935;52129;51113;49903;48543;47090
14;116.438;119.097;124.183;129.176;130.681;128.632;126.179;126.243;128.439;132.850;139.027;145.089;147.953;146.488;143.582;140.947;139.060;136.000;132.704;130.105;127.921;125.401;122.803;122.064;120.293;117.691;116.435;116.347;117.397;120.692;125.320;129.302;131.436;131.041;130.155;129.871;132.114;133.250;129.115;122.793;119.712;116.655;109.028;100.471;98.870;97.107;87.882;79.471;73.762;70.563;68.410;66.403;64.528;62.778;61.154;59.660;58.308;57.184;56.361;55816;55446;55148;54907;54714;54567;54468;54416;54392;54388;54378;54331;54210;53966;53558;52961;52155;51139;49929;48569
15;117.336;116.436;119.090;124.176;129.173;130.682;128.642;126.189;126.248;128.437;132.847;139.036;145.099;147.965;146.501;143.589;140.953;139.070;136.024;132.741;130.161;128.003;125.512;122.981;122.447;120.949;118.592;117.428;117.015;118.079;121.674;126.150;130.032;132.186;131.723;130.774;130.429;132.614;133.696;129.512;123.145;120.015;116.907;109.232;100.628;98.986;97.188;87.938;79.513;73.798;70.596;68.441;66.431;64.554;62.802;61.176;59.680;58.326;57.201;56377;55831;55460;55160;54919;54724;54577;54479;54426;54402;54398;54388;54341;54220;53976;53568;52971;52166;51150;49940
16;120.622;117.322;116.416;119.071;124.170;129.173;130.691;128.652;126.197;126.260;128.454;132.869;139.050;145.106;147.979;146.517;143.595;140.962;139.098;136.068;132.813;130.266;128.150;125.738;123.427;123.192;121.961;119.681;118.142;117.740;119.121;122.542;126.905;130.811;132.901;132.375;131.364;130.961;133.089;134.118;129.885;123.465;120.280;117.119;109.395;100.747;99.067;97.241;87.975;79.544;73.826;70.622;68.464;66.452;64.573;62.819;61.191;59.692;58.338;57211;56385;55838;55466;55166;54924;54729;54581;54483;54429;54405;54401;54391;54345;54224;53980;53572;52975;52170;51154
17;124.568;120.583;117.294;116.402;119.059;124.167;129.187;130.713;128.672;126.228;126.298;128.496;132.917;139.090;145.146;148.019;146.546;143.637;141.039;139.195;136.201;133.004;130.519;128.510;126.398;124.474;124.561;123.390;120.590;119.032;119.018;120.182;123.456;127.849;131.685;133.705;133.110;132.033;131.565;133.631;134.596;130.297;123.810;120.557;117.334;109.554;100.860;99.145;97.298;88.025;79.591;73.870;70.662;68.502;66.487;64.605;62.848;61.218;59.718;58362;57233;56406;55857;55484;55183;54940;54745;54597;54498;54445;54421;54417;54407;54361;54240;53996;53588;52991;52187
18;128.289;124.532;120.554;117.269;116.379;119.051;124.189;129.224;130.753;128.723;126.295;126.380;128.580;132.999;139.176;145.233;148.100;146.642;143.774;141.207;139.424;136.511;133.392;131.056;129.443;127.821;126.285;126.425;124.558;121.690;120.600;120.313;121.302;124.618;128.929;132.684;134.624;133.953;132.801;132.260;134.246;135.126;130.742;124.172;120.840;117.547;109.709;100.972;99.231;97.373;88.097;79.659;73.934;70.723;68.559;66.540;64.656;62.896;61.263;59761;58402;57272;56443;55893;55519;55217;54974;54778;54630;54531;54478;54454;54450;54440;54394;54274;54030;53622;53025
19;128.935;128.225;124.484;120.515;117.239;116.374;119.077;124.230;129.271;130.816;128.803;126.392;126.483;128.681;133.102;139.282;145.343;148.228;146.817;143.995;141.505;139.818;137.006;134.076;132.211;131.168;129.981;128.479;127.780;125.795;123.456;122.055;121.556;122.596;125.827;130.053;133.724;135.582;134.830;133.596;132.964;134.852;135.633;131.153;124.492;121.079;117.718;109.830;101.064;99.311;97.448;88.168;79.727;73.997;70.782;68.614;66.592;64.704;62.942;61307;59802;58441;57309;56478;55927;55552;55250;55006;54810;54662;54564;54511;54487;54483;54473;54427;54307;54063;53655
20;126.513;128.851;128.154;124.429;120.473;117.227;116.397;119.114;124.279;129.342;130.913;128.905;126.490;126.590;128.799;133.223;139.396;145.478;148.412;147.048;144.326;141.955;140.376;137.758;135.341;134.091;133.497;132.315;129.908;129.082;127.642;124.955;123.313;122.869;123.831;126.978;131.121;134.708;136.485;135.647;134.317;133.583;135.365;136.042;131.466;124.720;121.236;117.821;109.902;101.124;99.365;97.496;88.213;79.768;74.034;70.815;68.643;66.618;64.727;62962;61325;59818;58455;57321;56489;55937;55562;55259;55015;54819;54671;54573;54520;54496;54492;54482;54437;54317;54073
21;123.833;126.406;128.759;128.072;124.365;120.448;117.238;116.427;119.157;124.338;129.417;131.009;129.011;126.602;126.710;128.917;133.336;139.538;145.681;148.653;147.383;144.799;142.560;141.183;139.115;137.363;136.576;135.959;133.806;131.259;130.986;129.166;126.229;124.648;124.122;125.002;128.067;132.128;135.634;137.321;136.382;134.944;134.099;135.772;136.347;131.681;124.861;121.319;117.871;109.939;101.157;99.392;97.518;88.231;79.782;74.045;70.822;68.647;66.618;64725;62957;61318;59809;58445;57310;56477;55924;55548;55245;55001;54805;54658;54560;54507;54483;54479;54469;54424;54304
22;122.495;123.723;126.309;128.674;128.002;124.330;120.454;117.258;116.457;119.210;124.412;129.503;131.095;129.110;126.717;126.830;129.043;133.492;139.759;145.951;149.029;147.908;145.457;143.447;142.670;141.296;140.011;139.174;137.517;135.188;133.193;132.518;130.441;127.571;125.913;125.310;126.112;129.097;133.077;136.492;138.073;137.020;135.467;134.509;136.076;136.556;131.811;124.932;121.356;117.894;109.957;101.170;99.400;97.521;88.231;79.779;74.038;70.811;68.633;66601;64705;62935;61294;59783;58418;57282;56448;55895;55519;55216;54972;54776;54629;54531;54479;54455;54451;54441;54396
